Organism_name	Organism_groups	BioProject	Assembly	Size_in_Mb	GC_percent
Erysipelothrix_rhusiopathiae_str._Fujisawa	Bacteria;Terrabacteria group;Firmicutes	PRJDA38421	GCA_000270085.1	1.78794	36.6
Lactobacillus_amylolyticus	Bacteria;Terrabacteria group;Firmicutes	PRJNA376039	GCA_002075105.1	1.63604	38.2911
Starkeya_novella_DSM_506	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA37659	GCA_000092925.1	4.76502	67.9
Cardiobacterium_hominis	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900637305.1	2.67076	59.2
Bacillus_atrophaeus	Bacteria;Terrabacteria group;Firmicutes	PRJNA396635	GCA_002243495.1	4.32582	43.3
Klebsiella_variicola	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA272370	GCA_000828055.2	5.5212	57.6
Segniliparus_rotundus_DSM_44985	Bacteria;Terrabacteria group;Actinobacteria	PRJNA37711	GCA_000092825.1	3.15753	66.8
Desulfovibrio_desulfuricans_ND132	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA37769	GCA_000189295.2	3.85858	65.2
Syntrophothermus_lipocalidus_DSM_12680	Bacteria;Terrabacteria group;Firmicutes	PRJNA37873	GCA_000092405.1	2.40556	51
Marivirga_tractuosa_DSM_4126	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA37901	GCA_000183425.1	4.51649	35.5046
Arcanobacterium_haemolyticum_DSM_20595	Bacteria;Terrabacteria group;Actinobacteria	PRJNA37925	GCA_000092365.1	1.98615	53.1
Desulfarculus_baarsii_DSM_2075	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA37955	GCA_000143965.1	3.65573	65.7
Micromonospora_aurantiaca_ATCC_27029	Bacteria;Terrabacteria group;Actinobacteria	PRJNA37957	GCA_000145235.1	7.02556	72.8
Corynebacterium_kroppenstedtii_DSM_44385	Bacteria;Terrabacteria group;Actinobacteria	PRJNA38011	GCA_000023145.1	2.4468	57.5
Pseudodesulfovibrio_aespoeensis_Aspo-2	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA37869	GCA_000176915.2	3.62911	62.6
Thermaerobacter_marianensis_DSM_12885	Bacteria;Terrabacteria group;Firmicutes	PRJNA38025	GCA_000184705.1	2.8447	72.5
Syntrophobotulus_glycolicus_DSM_8271	Bacteria;Terrabacteria group;Firmicutes	PRJNA38111	GCA_000190635.1	3.40674	46.4
Leadbetterella_byssophila_DSM_17132	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA38283	GCA_000166395.1	4.05965	40.4
Parachlamydia_acanthamoebae_UV-7	Bacteria;PVC group;Chlamydiae	PRJEA49033	GCA_000253035.1	3.07238	39
Truepera_radiovictrix_DSM_17093	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA38371	GCA_000092425.1	3.2604	68.1
Bacillus_cellulosilyticus_DSM_2522	Bacteria;Terrabacteria group;Firmicutes	PRJNA38423	GCA_000177235.2	4.68167	36.5
Acinetobacter_nosocomialis	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA270223	GCA_000814165.3	4.06175	38.7533
Streptomyces_griseus_subsp._griseus_NBRC_13350	Bacteria;Terrabacteria group;Actinobacteria	PRJDA20085	GCA_000010605.1	8.54593	72.2
Mycoplasma_conjunctivae	Bacteria;Terrabacteria group;Tenericutes	PRJEB6403	GCA_900660555.1	2.1175	27.4981
Desulfurispirillum_indicum_S5	Bacteria;Chrysiogenetes;Chrysiogenetes	PRJNA38575	GCA_000177635.2	2.92838	56.1
Rhodomicrobium_vannielii_ATCC_17100	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA38253	GCA_000166055.1	4.01447	62.2
Aerococcus_viridans	Bacteria;Terrabacteria group;Firmicutes	PRJNA308559	GCA_001543285.1	2.19988	39.4
Streptococcus_oralis_ATCC_35037	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900637025.1	1.93155	41.5
Achromobacter_xylosoxidans	Bacteria;Proteobacteria;Betaproteobacteria	PRJEB6403	GCA_001457475.1	6.81318	67.4
Actinomyces_viscosus	Bacteria;Terrabacteria group;Actinobacteria	PRJEB6403	GCA_900637975.1	3.49124	68.9
Atopobium_parvulum_DSM_20469	Bacteria;Terrabacteria group;Actinobacteria	PRJNA29401	GCA_000024225.1	1.54381	45.7
Gemella_morbillorum	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900476045.1	1.76093	30.6
Megamonas_hypermegale	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900187035.1	2.23034	33.8
Zunongwangia_profunda_SM-A87	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA38641	GCA_000023465.1	5.12819	36.2
Bacteroides_xylanisolvens	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA484981	GCA_006546965.1	6.54728	41.8371
Thermoanaerobacter_pseudethanolicus_ATCC_33223	Bacteria;Terrabacteria group;Firmicutes	PRJNA13901	GCA_000019085.1	2.36282	34.5
Acidovorax_citrulli_AAC00-1	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA15708	GCA_000015325.1	5.35277	68.5
Magnetospirillum_magneticum_AMB-1	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA16217	GCA_000009985.1	4.96715	65.1
Pseudomonas_savastanoi_pv._savastanoi_NCPPB_3335	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA41887	GCA_000164015.3	6.01683	58.1
Corynebacterium_ammoniagenes_DSM_20306	Bacteria;Terrabacteria group;Actinobacteria	PRJNA242361	GCA_001941425.1	2.79019	55.5
Prevotella_oris	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJEB6403	GCA_900637655.1	3.16821	44
Acinetobacter_calcoaceticus	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA358196	GCA_002055515.1	4.11599	38.6886
Acinetobacter_johnsonii_XBB1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA387062	GCA_001484935.1	4.08133	41.0672
Acinetobacter_junii	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA359984	GCA_001941805.1	3.37831	38.6
Acinetobacter_lwoffii	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA231221	GCA_009730095.1	3.48547	43.0054
Methylotenera_mobilis_JLW8	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA33319	GCA_000023705.1	2.54757	45.5
Ethanoligenens_harbinense_YUAN-3	Bacteria;Terrabacteria group;Firmicutes	PRJNA39729	GCA_000178115.2	3.00858	55.6
Corynebacterium_resistens_DSM_45100	Bacteria;Terrabacteria group;Actinobacteria	PRJNA39683	GCA_000177535.2	2.60131	57.1
Vibrio_fluvialis	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA231221	GCA_001558415.2	4.82773	49.8961
Pantoea_stewartii_subsp._stewartii_DC283	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA342501	GCA_002082215.1	5.31409	53.7776
Spirochaeta_thermophila_DSM_6578	Bacteria;Spirochaetes;Spirochaetia	PRJNA50823	GCA_000184345.2	2.56022	60.9
Cronobacter_turicensis_z3032	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA39965	GCA_000027065.2	4.59909	57.2342
Methylotenera_versatilis_301	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA39983	GCA_000093025.1	3.05987	42.6
Bacillus_smithii	Bacteria;Terrabacteria group;Firmicutes	PRJNA258357	GCA_001050115.1	3.38129	40.7819
Bacteroides_salanitronis_DSM_18170	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA40055	GCA_000190575.1	4.30866	46.4428
Thermodesulfatator_indicus_DSM_15286	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria	PRJNA40057	GCA_000217795.1	2.32222	42.4
Pasteurella_dagmatis	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900186835.1	2.28721	37.5
Serratia_odorifera	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900635445.1	5.27256	56.1
Caldicellulosiruptor_lactoaceticus_6A	Bacteria;Terrabacteria group;Firmicutes	PRJNA40219	GCA_000193435.3	2.67481	36.1
Dehalogenimonas_lykanthroporepellens_BL-DC-9	Bacteria;Terrabacteria group;Chloroflexi	PRJNA40221	GCA_000143165.1	1.68651	55
Oceanithermus_profundus_DSM_14977	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA40223	GCA_000183745.1	2.43929	69.7891
Vibrio_mimicus	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA231221	GCA_001558475.2	4.4387	46.3875
Nitrosococcus_watsonii_C-113	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA40331	GCA_000143085.1	3.37329	50.1211
Caldicellulosiruptor_obsidiansis_OB47	Bacteria;Terrabacteria group;Firmicutes	PRJNA40355	GCA_000145215.1	2.53234	35.2
Vibrio_alginolyticus_NBRC_15630_=_ATCC_17749	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA184046	GCA_000354175.2	5.14664	44.7
Pediococcus_acidilactici	Bacteria;Terrabacteria group;Firmicutes	PRJNA312971	GCA_001767275.1	2.13136	42.1
Vibrio_coralliilyticus	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA256165	GCA_000772065.1	6.03782	45.502
Grimontia_hollisae	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA231221	GCA_001558255.2	3.99844	49.4846
Vibrio_furnissii	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA231221	GCA_006364355.1	4.99333	50.5938
Pseudonocardia_dioxanivorans_CB1190	Bacteria;Terrabacteria group;Actinobacteria	PRJNA40557	GCA_000196675.1	7.30399	73.2078
Parageobacillus_thermoglucosidasius	Bacteria;Terrabacteria group;Firmicutes	PRJNA296418	GCA_001295365.1	3.87312	43.9
Caldicellulosiruptor_hydrothermalis_108	Bacteria;Terrabacteria group;Firmicutes	PRJNA40831	GCA_000166355.1	2.77068	36.1
Caldicellulosiruptor_owensensis_OL	Bacteria;Terrabacteria group;Firmicutes	PRJNA40833	GCA_000166335.1	2.4289	35.4
Leuconostoc_kimchii_IMSNU_11154	Bacteria;Terrabacteria group;Firmicutes	PRJNA40837	GCA_000092505.1	2.10179	37.9101
Corynebacterium_pseudotuberculosis_C231	Bacteria;Terrabacteria group;Actinobacteria	PRJNA40875	GCA_000144675.2	2.33725	52.2
Enterobacter_asburiae	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA285282	GCA_001521715.1	4.80622	55.4279
Cellulosilyticum_lentocellum_DSM_5427	Bacteria;Terrabacteria group;Firmicutes	PRJNA41511	GCA_000178835.2	4.71424	34.3
Pseudothermotoga_thermarum_DSM_5069	Bacteria;Thermotogae;Thermotogae	PRJNA41517	GCA_000217815.1	2.03994	40.3
Cellulophaga_algicola_DSM_14237	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA41529	GCA_000186265.1	4.88835	33.8
Veillonella_parvula_DSM_2008	Bacteria;Terrabacteria group;Firmicutes	PRJNA21091	GCA_000024945.1	2.13214	38.6
Alicycliphilus_denitrificans_K601	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA50751	GCA_000204645.1	5.07075	67.9137
Cupriavidus_necator_N-1	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA67893	GCA_000219215.1	8.48086	65.4817
Bacillus_cytotoxicus_NVH_391-98	Bacteria;Terrabacteria group;Firmicutes	PRJNA13624	GCA_000017425.1	4.09416	35.8902
Methylosinus_trichosporium_OB3b	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA413061	GCA_002752655.1	5.18343	65.7592
Pseudomonas_amygdali_pv._lachrymans	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA379352	GCA_002068135.1	6.00924	58.1
Borreliella_bavariensis_PBi	Bacteria;Spirochaetes;Spirochaetia	PRJNA12554	GCA_000196215.1	0.986914	28.1245
Xanthomonas_campestris_pv._vesicatoria_str._85-10	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA13649	GCA_000009165.1	5.42015	64.5103
Deinococcus_proteolyticus_MRP	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA41911	GCA_000190555.1	2.88684	65.6669
Bacteroides_helcogenes_P_36-108	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA41913	GCA_000186225.1	3.99891	44.7
Simonsiella_muelleri_ATCC_29453	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA361301	GCA_002951835.1	2.46986	41.5
Scardovia_inopinata_JCM_12537	Bacteria;Terrabacteria group;Actinobacteria	PRJDB65	GCA_001042695.1	1.79786	48.6
Riemerella_anatipestifer_ATCC_11845_=_DSM_15868	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA63599	GCA_000252855.1	2.16409	35
Lactobacillus_amylovorus	Bacteria;Terrabacteria group;Firmicutes	PRJNA53145	GCA_000191545.1	2.09777	38.0807
Paludibacter_propionicigenes_WB4	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA42009	GCA_000183135.1	3.6855	38.9
[Clostridium]_saccharolyticum_WM1	Bacteria;Terrabacteria group;Firmicutes	PRJNA42097	GCA_000144625.1	4.66287	45
Streptococcus_constellatus_subsp._pharyngis_C1050	Bacteria;Terrabacteria group;Firmicutes	PRJNA50421	GCA_000463425.1	1.99116	38.1
Mahella_australiensis_50-1_BON	Bacteria;Terrabacteria group;Firmicutes	PRJNA42243	GCA_000213255.1	3.13597	43.5
Thermoanaerobacter_wiegelii_Rt8.B1	Bacteria;Terrabacteria group;Firmicutes	PRJNA42251	GCA_000147695.3	2.78506	34.3
Staphylococcus_lugdunensis_HKU09-01	Bacteria;Terrabacteria group;Firmicutes	PRJNA42395	GCA_000025085.1	2.65837	33.9
Parascardovia_denticolens_DSM_10105_=_JCM_12538	Bacteria;Terrabacteria group;Actinobacteria	PRJDB64	GCA_001042675.1	1.89086	58.3
Caldicellulosiruptor_kristjanssonii_I77R1B	Bacteria;Terrabacteria group;Firmicutes	PRJNA41727	GCA_000166695.1	2.80244	36.0983
Coriobacterium_glomerans_PW2	Bacteria;Terrabacteria group;Actinobacteria	PRJNA42699	GCA_000195315.1	2.11568	60.4
Niastella_koreensis_GR20-10	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA42711	GCA_000246855.1	9.03368	44.9
Halanaerobium_hydrogeniformans	Bacteria;Terrabacteria group;Firmicutes	PRJNA43059	GCA_000166415.1	2.61312	33.2
Streptococcus_anginosus_C238	Bacteria;Terrabacteria group;Firmicutes	PRJNA50425	GCA_000463505.1	2.23364	38.2
Pantoea_ananatis_LMG_5342	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA78277	GCA_000283875.1	4.90814	53.2829
Desulfomonile_tiedjei_DSM_6799	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA43133	GCA_000266945.1	6.52703	50.1107
Acinetobacter_haemolyticus	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA358138	GCA_001932555.1	3.53884	39.6994
Mycoplasma_suis_str._Illinois	Bacteria;Terrabacteria group;Tenericutes	PRJNA49421	GCA_000179035.2	0.742431	31.1
Sulfuricurvum_kujiense_DSM_16994	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA43399	GCA_000183725.1	2.81936	44.5704
Deinococcus_maricopensis_DSM_21211	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA43461	GCA_000186385.1	3.49853	69.8
Odoribacter_splanchnicus_DSM_20712	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA43469	GCA_000190535.1	4.39229	43.4
Pantoea_vagans	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA505269	GCA_004792415.1	4.79033	55.3189
Lactobacillus_sanfranciscensis_TMW_1.1304	Bacteria;Terrabacteria group;Firmicutes	PRJNA43579	GCA_000225325.1	1.37577	34.8429
Lysinibacillus_fusiformis	Bacteria;Terrabacteria group;Firmicutes	PRJNA253769	GCA_000724775.3	4.84379	37.6
Streptococcus_gallolyticus	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900475715.1	2.49358	37.7
Roseburia_hominis_A2-183	Bacteria;Terrabacteria group;Firmicutes	PRJNA33399	GCA_000225345.1	3.59212	48.5
Intrasporangium_calvum_DSM_43043	Bacteria;Terrabacteria group;Actinobacteria	PRJNA43527	GCA_000184685.1	4.02438	70.7
Waddlia_chondrophila_WSU_86-1044	Bacteria;PVC group;Chlamydiae	PRJNA43761	GCA_000092785.1	2.13191	43.7547
Flexistipes_sinusarabici_DSM_4947	Bacteria;Deferribacteres;Deferribacteres	PRJNA45817	GCA_000218625.1	2.52659	38.3
Acinetobacter_oleivorans_DR1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA46105	GCA_000196795.1	4.15254	38.7
Deferribacter_desulfuricans_SSM1	Bacteria;Deferribacteres;Deferribacteres	PRJDA37285	GCA_000010985.1	2.54293	30.2992
Thermus_scotoductus_SA-01	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA46293	GCA_000187005.1	2.35519	64.9036
Nitrospira_defluvii	Bacteria;Nitrospirae;Nitrospira	PRJEA46433	GCA_000196815.1	4.31708	59
Mycoplasma_putrefaciens_KS1	Bacteria;Terrabacteria group;Tenericutes	PRJNA46453	GCA_000224105.1	0.832603	26.9
Taylorella_equigenitalis_ATCC_35865	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA73729	GCA_000276685.1	1.73212	37.3
Treponema_caldarium_DSM_7334	Bacteria;Spirochaetes;Spirochaetia	PRJNA46527	GCA_000219725.1	3.23934	45.6
Thermodesulfobium_narugense_DSM_14796	Bacteria;Terrabacteria group;Firmicutes	PRJNA46673	GCA_000212395.1	1.89887	33.9
Desulfotomaculum_nigrificans_CO-1-SRB	Bacteria;Terrabacteria group;Firmicutes	PRJNA50757	GCA_000214435.1	2.89226	46.6
Nitratifractor_salsuginis_DSM_16511	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA46883	GCA_000186245.1	2.10128	53.9
Sphingobium_japonicum_UT26S	Bacteria;Proteobacteria;Alphaproteobacteria	PRJDA19949	GCA_000091125.1	4.42486	64.8793
Brevundimonas_diminuta	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA514930	GCA_004102925.1	3.55182	67.4
Rubinisphaera_brasiliensis_DSM_5305	Bacteria;PVC group;Planctomycetes	PRJNA47863	GCA_000165715.3	6.0066	56.4
Streptomyces_bingchenggensis_BCW-1	Bacteria;Terrabacteria group;Actinobacteria	PRJNA46847	GCA_000092385.1	11.9367	70.8
Leptospira_santarosai_serovar_Shermani_str._LT_821	Bacteria;Spirochaetes;Spirochaetia	PRJNA47139	GCA_000313175.2	3.98361	41.8163
Fluviicola_taffensis_DSM_16823	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA47603	GCA_000194605.1	4.63358	36.5
Desulfotomaculum_ruminis_DSM_2154	Bacteria;Terrabacteria group;Firmicutes	PRJNA47605	GCA_000215085.1	3.96901	47.2
Granulicella_mallensis_MP5ACTX8	Bacteria;Acidobacteria;Acidobacteriia	PRJNA47903	GCA_000178955.2	6.23758	57.9
Sphaerochaeta_globosa_str._Buddy	Bacteria;Spirochaetes;Spirochaetia	PRJNA47953	GCA_000190435.1	3.31647	48.9
Ketogulonicigenium_vulgare_Y25	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA51787	GCA_000164885.1	3.2884	61.7422
Citrobacter_freundii_CFNIH1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA202883	GCA_000648515.1	5.37133	52.2253
Eggerthella_lenta_DSM_2243	Bacteria;Terrabacteria group;Actinobacteria	PRJNA21093	GCA_000024265.1	3.63226	64.2
Sphaerochaeta_coccoides_DSM_17374	Bacteria;Spirochaetes;Spirochaetia	PRJNA48121	GCA_000208385.1	2.2273	50.6
Hippea_maritima_DSM_10411	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA48195	GCA_000194135.1	1.69443	37.5
Haliscomenobacter_hydrossis_DSM_1100	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA48289	GCA_000212735.1	8.77165	47.0706
Brachyspira_pilosicoli_P43/6/78	Bacteria;Spirochaetes;Spirochaetia	PRJNA67875	GCA_000325665.1	2.55556	27.9
Paraprevotella_xylaniphila_YIT_11841	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJEB29940	GCA_900683745.1	4.12532	48.5
Streptococcus_parasanguinis_ATCC_15912	Bacteria;Terrabacteria group;Firmicutes	PRJNA48315	GCA_000164675.2	2.15365	41.7
Streptococcus_urinalis	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900636885.1	2.144	34.3
Terriglobus_saanensis_SP1PR4	Bacteria;Acidobacteria;Acidobacteriia	PRJNA48971	GCA_000179915.2	5.09523	57.3
Mesotoga_prima_MesG1.Ag.4.2	Bacteria;Thermotogae;Thermotogae	PRJNA48995	GCA_000147715.3	2.97595	45.4977
Pseudopropionibacterium_propionicum	Bacteria;Terrabacteria group;Actinobacteria	PRJEB6403	GCA_900637725.1	3.40235	66.1
Prevotella_denticola_F0289	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA49293	GCA_000193395.1	2.93759	50.4
Pseudopedobacter_saltans_DSM_12145	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA49337	GCA_000190735.2	4.63524	36.6
Thermovibrio_ammonificans_HB-1	Bacteria;Aquificae;Aquificae	PRJNA49403	GCA_000185805.1	1.75953	52.1174
Calditerrivibrio_nitroreducens_DSM_19672	Bacteria;Deferribacteres;Deferribacteres	PRJNA49523	GCA_000183405.1	2.21655	35.6755
Isoptericola_variabilis_225	Bacteria;Terrabacteria group;Actinobacteria	PRJNA49657	GCA_000215105.1	3.30774	73.9
Pseudomonas_fulva_12-X	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA49675	GCA_000213805.1	4.92077	63.5
Sphingobium_chlorophenolicum_L-1	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA50015	GCA_000147835.3	4.57322	63.8346
Corynebacterium_variabile_DSM_44702	Bacteria;Terrabacteria group;Actinobacteria	PRJNA50001	GCA_000179395.2	3.43301	67.1
Capnocytophaga_canimorsus_Cc5	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA50199	GCA_000220625.1	2.57141	36.1
Thermoanaerobacterium_xylanolyticum_LX-11	Bacteria;Terrabacteria group;Firmicutes	PRJNA50295	GCA_000189775.3	2.53436	35
Haemophilus_parainfluenzae_T3T1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA50411	GCA_000210895.1	2.08688	39.6
Weeksella_virosa_DSM_16922	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA50581	GCA_000189415.1	2.27295	35.9
Rahnella_aquatilis_HX2	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA85539	GCA_000255535.1	5.6568	52.1505
Vibrio_tubiashii_ATCC_19109	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA256164	GCA_000772105.1	5.54034	45.0269
Cellulophaga_lytica_DSM_7489	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA50743	GCA_000190595.1	3.76594	32.1
Treponema_succinifaciens_DSM_2489	Bacteria;Spirochaetes;Spirochaetia	PRJNA50825	GCA_000195275.1	2.89743	39.1714
Marinithermus_hydrothermalis_DSM_14884	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA50827	GCA_000195335.1	2.26917	68.1
Aerococcus_urinae	Bacteria;Terrabacteria group;Firmicutes	PRJNA308559	GCA_001543175.1	1.97426	42.6
Veillonella_atypica	Bacteria;Terrabacteria group;Firmicutes	PRJNA380512	GCA_002082765.1	2.07195	39.1
Vibrio_scophthalmi	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA325204	GCA_001685465.1	4.92608	44.6162
Capnocytophaga_ochracea_DSM_7271	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA29403	GCA_000023285.1	2.61293	39.6
Desulfurobacterium_thermolithotrophum_DSM_11699	Bacteria;Aquificae;Aquificae	PRJNA51497	GCA_000191045.1	1.54197	34.9
Porphyromonas_asaccharolytica_DSM_20707	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA51745	GCA_000212375.1	2.18637	52.5
Actinomyces_oris	Bacteria;Terrabacteria group;Actinobacteria	PRJNA282954	GCA_001553935.1	3.04292	68.5
Vibrio_anguillarum_775	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA51883	GCA_000217675.1	4.05205	44.4781
Anaerococcus_prevotii_DSM_20548	Bacteria;Terrabacteria group;Firmicutes	PRJNA29533	GCA_000024105.1	1.99863	35.6663
Mycoplasma_hominis_ATCC_23114	Bacteria;Terrabacteria group;Tenericutes	PRJEA53147	GCA_000085865.1	0.665445	27.1
Staphylococcus_simulans	Bacteria;Terrabacteria group;Firmicutes	PRJNA231221	GCA_001559115.2	2.64756	36
Myroides_odoratimimus	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA302352	GCA_001481655.1	4.45775	34.1409
Eubacterium_limosum	Bacteria;Terrabacteria group;Firmicutes	PRJNA270275	GCA_000807675.2	4.42284	47.2
Muricauda_ruestringensis_DSM_13258	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA52467	GCA_000224085.1	3.84242	41.4
Marinomonas_posidonica_IVIA-Po-181	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA52545	GCA_000214215.1	3.89994	44.3
Pseudoxanthomonas_suwonensis_11-1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA48619	GCA_000185965.1	3.41905	70.2
Halomonas_elongata_DSM_2581	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA49333	GCA_000196875.2	4.06182	63.6
Streptococcus_parauberis_KCTC_11537	Bacteria;Terrabacteria group;Firmicutes	PRJNA61187	GCA_000213825.1	2.14389	35.5
Streptococcus_porcinus	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900475415.1	2.03305	36.8
Marinomonas_mediterranea_MMB-1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA51765	GCA_000192865.1	4.68432	44.1
Leuconostoc_lactis	Bacteria;Terrabacteria group;Firmicutes	PRJNA327015	GCA_001698145.1	1.78807	43.1131
Thiomicrospira_cyclica_ALM1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA52629	GCA_000214825.1	1.93246	47
Acetobacter_aceti	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA311264	GCA_002005445.1	3.72504	56.8
Desulfocurvibacter_africanus_subsp._africanus_str._Walvis_Bay	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA52831	GCA_000212675.2	4.20053	61.4
Rhodothermus_marinus_DSM_4252	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA29281	GCA_000024845.1	3.38674	64.2672
Lautropia_mirabilis	Bacteria;Proteobacteria;Betaproteobacteria	PRJEB6403	GCA_900637555.1	3.17201	65.5
Schaalia_cardiffensis_F0333	Bacteria;Terrabacteria group;Actinobacteria	PRJNA543187	GCA_005886435.1	2.23059	61.4
Aggregatibacter_segnis_ATCC_33393	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900476035.1	2.02283	42.6
Enterobacter_hormaechei_subsp._steigerwaltii	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA259658	GCA_001729725.1	4.78248	55.6
Haemophilus_aegyptius	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900475885.1	1.99326	38.3
